Type,Iterations,Time,OptIterations,Discount,Epsilon,SCost,NegTerm,PosTerm,KeyLoss
value,64,0.004267,31,0.999999,1e-06,-0.04,-1,1.18,0.5
value,64,0.003859,31,0.999999,1e-06,-0.04,-1,1.19,0.5
value,64,0.003812,31,0.999999,1e-06,-0.04,-1,1.2,0.5
value,64,0.005697,31,0.999999,1e-06,-0.04,-1,1.21,0.5
value,64,0.004779,31,0.999999,1e-06,-0.04,-1,1.22,0.5
value,64,0.004675,31,0.999999,1e-06,-0.04,-1,1.23,0.5
value,64,0.004131,31,0.999999,1e-06,-0.04,-1,1.24,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,1.25,0.5
value,64,0.003919,31,0.999999,1e-06,-0.04,-1,1.26,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,1.27,0.5
value,64,0.005408,31,0.999999,1e-06,-0.04,-1,1.28,0.5
value,64,0.004813,31,0.999999,1e-06,-0.04,-1,1.29,0.5
value,64,0.004378,31,0.999999,1e-06,-0.04,-1,1.3,0.5
value,64,0.004034,31,0.999999,1e-06,-0.04,-1,1.31,0.5
value,64,0.003857,31,0.999999,1e-06,-0.04,-1,1.32,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,1.33,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,1.34,0.5
value,64,0.003909,31,0.999999,1e-06,-0.04,-1,1.35,0.5
value,64,0.003848,31,0.999999,1e-06,-0.04,-1,1.36,0.5
value,64,0.003927,31,0.999999,1e-06,-0.04,-1,1.37,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,1.38,0.5
value,64,0.003854,31,0.999999,1e-06,-0.04,-1,1.39,0.5
value,64,0.003804,31,0.999999,1e-06,-0.04,-1,1.4,0.5
value,64,0.003845,31,0.999999,1e-06,-0.04,-1,1.41,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,1.42,0.5
value,64,0.003815,31,0.999999,1e-06,-0.04,-1,1.43,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,1.44,0.5
value,64,0.003795,31,0.999999,1e-06,-0.04,-1,1.45,0.5
value,64,0.003901,31,0.999999,1e-06,-0.04,-1,1.46,0.5
value,64,0.003795,31,0.999999,1e-06,-0.04,-1,1.47,0.5
value,64,0.003862,31,0.999999,1e-06,-0.04,-1,1.48,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,1.49,0.5
value,64,0.003865,31,0.999999,1e-06,-0.04,-1,1.5,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,1.51,0.5
value,64,0.003859,31,0.999999,1e-06,-0.04,-1,1.52,0.5
value,64,0.003822,31,0.999999,1e-06,-0.04,-1,1.53,0.5
value,64,0.004076,31,0.999999,1e-06,-0.04,-1,1.54,0.5
value,64,0.005692,31,0.999999,1e-06,-0.04,-1,1.55,0.5
value,64,0.004708,31,0.999999,1e-06,-0.04,-1,1.56,0.5
value,64,0.004241,31,0.999999,1e-06,-0.04,-1,1.57,0.5
value,64,0.004011,31,0.999999,1e-06,-0.04,-1,1.58,0.5
value,64,0.003864,31,0.999999,1e-06,-0.04,-1,1.59,0.5
value,64,0.003825,31,0.999999,1e-06,-0.04,-1,1.6,0.5
value,64,0.003899,31,0.999999,1e-06,-0.04,-1,1.61,0.5
value,64,0.003836,31,0.999999,1e-06,-0.04,-1,1.62,0.5
value,64,0.003838,31,0.999999,1e-06,-0.04,-1,1.63,0.5
value,64,0.003861,31,0.999999,1e-06,-0.04,-1,1.64,0.5
value,64,0.003871,31,0.999999,1e-06,-0.04,-1,1.65,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,1.66,0.5
value,64,0.003867,31,0.999999,1e-06,-0.04,-1,1.67,0.5
value,64,0.003791,31,0.999999,1e-06,-0.04,-1,1.68,0.5
value,64,0.003904,31,0.999999,1e-06,-0.04,-1,1.69,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,1.7,0.5
value,64,0.0039,31,0.999999,1e-06,-0.04,-1,1.71,0.5
value,64,0.003801,31,0.999999,1e-06,-0.04,-1,1.72,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,1.73,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,1.74,0.5
value,64,0.003899,31,0.999999,1e-06,-0.04,-1,1.75,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,1.76,0.5
value,64,0.00389,31,0.999999,1e-06,-0.04,-1,1.77,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,1.78,0.5
value,64,0.004134,31,0.999999,1e-06,-0.04,-1,1.79,0.5
value,64,0.005606,31,0.999999,1e-06,-0.04,-1,1.8,0.5
value,64,0.004895,31,0.999999,1e-06,-0.04,-1,1.81,0.5
value,64,0.004244,31,0.999999,1e-06,-0.04,-1,1.82,0.5
value,64,0.003918,31,0.999999,1e-06,-0.04,-1,1.83,0.5
value,64,0.003829,31,0.999999,1e-06,-0.04,-1,1.84,0.5
value,64,0.003869,31,0.999999,1e-06,-0.04,-1,1.85,0.5
value,64,0.004683,31,0.999999,1e-06,-0.04,-1,1.86,0.5
value,64,0.005708,31,0.999999,1e-06,-0.04,-1,1.87,0.5
value,64,0.004582,31,0.999999,1e-06,-0.04,-1,1.88,0.5
value,64,0.004228,31,0.999999,1e-06,-0.04,-1,1.89,0.5
value,64,0.003977,31,0.999999,1e-06,-0.04,-1,1.9,0.5
value,64,0.004202,31,0.999999,1e-06,-0.04,-1,1.91,0.5
value,64,0.004717,31,0.999999,1e-06,-0.04,-1,1.92,0.5
value,64,0.004363,31,0.999999,1e-06,-0.04,-1,1.93,0.5
value,64,0.004404,31,0.999999,1e-06,-0.04,-1,1.94,0.5
value,64,0.004284,31,0.999999,1e-06,-0.04,-1,1.95,0.5
value,64,0.003823,31,0.999999,1e-06,-0.04,-1,1.96,0.5
value,64,0.00393,31,0.999999,1e-06,-0.04,-1,1.97,0.5
value,64,0.004621,31,0.999999,1e-06,-0.04,-1,1.98,0.5
value,64,0.004286,31,0.999999,1e-06,-0.04,-1,1.99,0.5
value,64,0.003933,31,0.999999,1e-06,-0.04,-1,2,0.5
value,64,0.003961,31,0.999999,1e-06,-0.04,-1,2.01,0.5
value,64,0.004046,31,0.999999,1e-06,-0.04,-1,2.02,0.5
value,64,0.004198,31,0.999999,1e-06,-0.04,-1,2.03,0.5
value,64,0.003937,31,0.999999,1e-06,-0.04,-1,2.04,0.5
value,64,0.003908,31,0.999999,1e-06,-0.04,-1,2.05,0.5
value,64,0.004062,31,0.999999,1e-06,-0.04,-1,2.06,0.5
value,64,0.004287,31,0.999999,1e-06,-0.04,-1,2.07,0.5
value,64,0.003917,31,0.999999,1e-06,-0.04,-1,2.08,0.5
value,64,0.003829,31,0.999999,1e-06,-0.04,-1,2.09,0.5
value,64,0.004055,31,0.999999,1e-06,-0.04,-1,2.1,0.5
value,64,0.004099,31,0.999999,1e-06,-0.04,-1,2.11,0.5
value,64,0.003912,31,0.999999,1e-06,-0.04,-1,2.12,0.5
value,64,0.004259,31,0.999999,1e-06,-0.04,-1,2.13,0.5
value,64,0.004337,31,0.999999,1e-06,-0.04,-1,2.14,0.5
value,64,0.004225,31,0.999999,1e-06,-0.04,-1,2.15,0.5
value,64,0.004472,31,0.999999,1e-06,-0.04,-1,2.16,0.5
value,64,0.003953,31,0.999999,1e-06,-0.04,-1,2.17,0.5
value,64,0.004044,31,0.999999,1e-06,-0.04,-1,2.18,0.5
value,64,0.004199,31,0.999999,1e-06,-0.04,-1,2.19,0.5
value,64,0.003893,31,0.999999,1e-06,-0.04,-1,2.2,0.5
value,64,0.003935,31,0.999999,1e-06,-0.04,-1,2.21,0.5
value,64,0.003953,31,0.999999,1e-06,-0.04,-1,2.22,0.5
value,64,0.004927,31,0.999999,1e-06,-0.04,-1,2.23,0.5
value,64,0.003792,31,0.999999,1e-06,-0.04,-1,2.24,0.5
value,64,0.004553,31,0.999999,1e-06,-0.04,-1,2.25,0.5
value,64,0.003939,31,0.999999,1e-06,-0.04,-1,2.26,0.5
value,64,0.004482,31,0.999999,1e-06,-0.04,-1,2.27,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,2.28,0.5
value,64,0.004649,31,0.999999,1e-06,-0.04,-1,2.29,0.5
value,64,0.005033,31,0.999999,1e-06,-0.04,-1,2.3,0.5
value,64,0.004627,31,0.999999,1e-06,-0.04,-1,2.31,0.5
value,64,0.004139,31,0.999999,1e-06,-0.04,-1,2.32,0.5
value,64,0.00394,31,0.999999,1e-06,-0.04,-1,2.33,0.5
value,64,0.004239,31,0.999999,1e-06,-0.04,-1,2.34,0.5
value,64,0.003829,31,0.999999,1e-06,-0.04,-1,2.35,0.5
value,64,0.004173,31,0.999999,1e-06,-0.04,-1,2.36,0.5
value,64,0.005075,31,0.999999,1e-06,-0.04,-1,2.37,0.5
value,64,0.004599,31,0.999999,1e-06,-0.04,-1,2.38,0.5
value,64,0.00379,31,0.999999,1e-06,-0.04,-1,2.39,0.5
value,64,0.004464,31,0.999999,1e-06,-0.04,-1,2.4,0.5
value,64,0.005084,31,0.999999,1e-06,-0.04,-1,2.41,0.5
value,64,0.004304,31,0.999999,1e-06,-0.04,-1,2.42,0.5
value,64,0.003921,31,0.999999,1e-06,-0.04,-1,2.43,0.5
value,64,0.003965,31,0.999999,1e-06,-0.04,-1,2.44,0.5
value,64,0.004153,31,0.999999,1e-06,-0.04,-1,2.45,0.5
value,64,0.004057,31,0.999999,1e-06,-0.04,-1,2.46,0.5
value,64,0.003992,31,0.999999,1e-06,-0.04,-1,2.47,0.5
value,64,0.00394,31,0.999999,1e-06,-0.04,-1,2.48,0.5
value,64,0.004119,31,0.999999,1e-06,-0.04,-1,2.49,0.5
value,64,0.004247,31,0.999999,1e-06,-0.04,-1,2.5,0.5
value,64,0.003853,31,0.999999,1e-06,-0.04,-1,2.51,0.5
value,64,0.004169,31,0.999999,1e-06,-0.04,-1,2.52,0.5
value,64,0.00396,31,0.999999,1e-06,-0.04,-1,2.53,0.5
value,64,0.004643,31,0.999999,1e-06,-0.04,-1,2.54,0.5
value,64,0.004309,31,0.999999,1e-06,-0.04,-1,2.55,0.5
value,64,0.004254,31,0.999999,1e-06,-0.04,-1,2.56,0.5
value,64,0.004734,31,0.999999,1e-06,-0.04,-1,2.57,0.5
value,64,0.004571,31,0.999999,1e-06,-0.04,-1,2.58,0.5
value,64,0.004112,31,0.999999,1e-06,-0.04,-1,2.59,0.5
value,64,0.004225,31,0.999999,1e-06,-0.04,-1,2.6,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,2.61,0.5
value,64,0.004101,31,0.999999,1e-06,-0.04,-1,2.62,0.5
value,64,0.003843,31,0.999999,1e-06,-0.04,-1,2.63,0.5
value,64,0.004074,31,0.999999,1e-06,-0.04,-1,2.64,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,2.65,0.5
value,64,0.004072,31,0.999999,1e-06,-0.04,-1,2.66,0.5
value,64,0.007579,31,0.999999,1e-06,-0.04,-1,2.67,0.5
value,64,0.005871,31,0.999999,1e-06,-0.04,-1,2.68,0.5
value,64,0.004657,31,0.999999,1e-06,-0.04,-1,2.69,0.5
value,64,0.004856,31,0.999999,1e-06,-0.04,-1,2.7,0.5
value,64,0.004446,31,0.999999,1e-06,-0.04,-1,2.71,0.5
value,64,0.003815,31,0.999999,1e-06,-0.04,-1,2.72,0.5
value,64,0.003929,31,0.999999,1e-06,-0.04,-1,2.73,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,2.74,0.5
value,64,0.003886,31,0.999999,1e-06,-0.04,-1,2.75,0.5
value,64,0.003894,31,0.999999,1e-06,-0.04,-1,2.76,0.5
value,64,0.00411,31,0.999999,1e-06,-0.04,-1,2.77,0.5
value,64,0.003821,31,0.999999,1e-06,-0.04,-1,2.78,0.5
value,64,0.003929,31,0.999999,1e-06,-0.04,-1,2.79,0.5
value,64,0.003839,31,0.999999,1e-06,-0.04,-1,2.8,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,2.81,0.5
value,64,0.00383,31,0.999999,1e-06,-0.04,-1,2.82,0.5
value,64,0.00534,31,0.999999,1e-06,-0.04,-1,2.83,0.5
value,64,0.005707,31,0.999999,1e-06,-0.04,-1,2.84,0.5
value,64,0.003986,31,0.999999,1e-06,-0.04,-1,2.85,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,2.86,0.5
value,64,0.006335,31,0.999999,1e-06,-0.04,-1,2.87,0.5
value,64,0.004768,31,0.999999,1e-06,-0.04,-1,2.88,0.5
value,64,0.004205,31,0.999999,1e-06,-0.04,-1,2.89,0.5
value,64,0.003874,31,0.999999,1e-06,-0.04,-1,2.9,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,2.91,0.5
value,64,0.003883,31,0.999999,1e-06,-0.04,-1,2.92,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,2.93,0.5
value,64,0.00388,31,0.999999,1e-06,-0.04,-1,2.94,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,2.95,0.5
value,64,0.003948,31,0.999999,1e-06,-0.04,-1,2.96,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,2.97,0.5
value,64,0.003942,31,0.999999,1e-06,-0.04,-1,2.98,0.5
value,64,0.00384,31,0.999999,1e-06,-0.04,-1,2.99,0.5
value,64,0.003975,31,0.999999,1e-06,-0.04,-1,3,0.5
value,64,0.003837,31,0.999999,1e-06,-0.04,-1,3.01,0.5
value,64,0.004143,31,0.999999,1e-06,-0.04,-1,3.02,0.5
value,64,0.003903,31,0.999999,1e-06,-0.04,-1,3.03,0.5
value,64,0.004917,31,0.999999,1e-06,-0.04,-1,3.04,0.5
value,64,0.005089,31,0.999999,1e-06,-0.04,-1,3.05,0.5
value,64,0.003792,31,0.999999,1e-06,-0.04,-1,3.06,0.5
value,64,0.003964,31,0.999999,1e-06,-0.04,-1,3.07,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,3.08,0.5
value,64,0.004077,31,0.999999,1e-06,-0.04,-1,3.09,0.5
value,64,0.005606,31,0.999999,1e-06,-0.04,-1,3.1,0.5
value,64,0.004833,31,0.999999,1e-06,-0.04,-1,3.11,0.5
value,64,0.004636,31,0.999999,1e-06,-0.04,-1,3.12,0.5
value,64,0.004191,31,0.999999,1e-06,-0.04,-1,3.13,0.5
value,64,0.004122,31,0.999999,1e-06,-0.04,-1,3.14,0.5
value,64,0.003906,31,0.999999,1e-06,-0.04,-1,3.15,0.5
value,64,0.004017,31,0.999999,1e-06,-0.04,-1,3.16,0.5
value,64,0.003886,31,0.999999,1e-06,-0.04,-1,3.17,0.5
value,64,0.004031,31,0.999999,1e-06,-0.04,-1,3.18,0.5
value,64,0.003891,31,0.999999,1e-06,-0.04,-1,3.19,0.5
value,64,0.004042,31,0.999999,1e-06,-0.04,-1,3.2,0.5
value,64,0.003922,31,0.999999,1e-06,-0.04,-1,3.21,0.5
value,64,0.004018,31,0.999999,1e-06,-0.04,-1,3.22,0.5
value,64,0.004081,31,0.999999,1e-06,-0.04,-1,3.23,0.5
value,64,0.004057,31,0.999999,1e-06,-0.04,-1,3.24,0.5
value,64,0.003952,31,0.999999,1e-06,-0.04,-1,3.25,0.5
value,64,0.00399,31,0.999999,1e-06,-0.04,-1,3.26,0.5
value,64,0.003833,31,0.999999,1e-06,-0.04,-1,3.27,0.5
value,64,0.004071,31,0.999999,1e-06,-0.04,-1,3.28,0.5
value,64,0.004001,31,0.999999,1e-06,-0.04,-1,3.29,0.5
value,64,0.004052,31,0.999999,1e-06,-0.04,-1,3.3,0.5
value,64,0.003887,31,0.999999,1e-06,-0.04,-1,3.31,0.5
value,64,0.004014,31,0.999999,1e-06,-0.04,-1,3.32,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,3.33,0.5
value,64,0.004003,31,0.999999,1e-06,-0.04,-1,3.34,0.5
value,64,0.003888,31,0.999999,1e-06,-0.04,-1,3.35,0.5
value,64,0.00398,31,0.999999,1e-06,-0.04,-1,3.36,0.5
value,64,0.00389,31,0.999999,1e-06,-0.04,-1,3.37,0.5
value,64,0.004037,31,0.999999,1e-06,-0.04,-1,3.38,0.5
value,64,0.003869,31,0.999999,1e-06,-0.04,-1,3.39,0.5
value,64,0.004028,31,0.999999,1e-06,-0.04,-1,3.4,0.5
value,64,0.003897,31,0.999999,1e-06,-0.04,-1,3.41,0.5
value,64,0.004052,31,0.999999,1e-06,-0.04,-1,3.42,0.5
value,64,0.003913,31,0.999999,1e-06,-0.04,-1,3.43,0.5
value,64,0.003992,31,0.999999,1e-06,-0.04,-1,3.44,0.5
value,64,0.003887,31,0.999999,1e-06,-0.04,-1,3.45,0.5
value,64,0.004057,31,0.999999,1e-06,-0.04,-1,3.46,0.5
value,64,0.003848,31,0.999999,1e-06,-0.04,-1,3.47,0.5
value,64,0.00404,31,0.999999,1e-06,-0.04,-1,3.48,0.5
value,64,0.004027,31,0.999999,1e-06,-0.04,-1,3.49,0.5
value,64,0.004046,31,0.999999,1e-06,-0.04,-1,3.5,0.5
value,64,0.003972,31,0.999999,1e-06,-0.04,-1,3.51,0.5
value,64,0.00403,31,0.999999,1e-06,-0.04,-1,3.52,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,3.53,0.5
value,64,0.004223,31,0.999999,1e-06,-0.04,-1,3.54,0.5
value,64,0.00552,31,0.999999,1e-06,-0.04,-1,3.55,0.5
value,64,0.004831,31,0.999999,1e-06,-0.04,-1,3.56,0.5
value,64,0.004665,31,0.999999,1e-06,-0.04,-1,3.57,0.5
value,64,0.004059,31,0.999999,1e-06,-0.04,-1,3.58,0.5
value,64,0.004725,31,0.999999,1e-06,-0.04,-1,3.59,0.5
value,64,0.003814,31,0.999999,1e-06,-0.04,-1,3.6,0.5
value,64,0.004011,31,0.999999,1e-06,-0.04,-1,3.61,0.5
value,64,0.004289,31,0.999999,1e-06,-0.04,-1,3.62,0.5
value,64,0.006403,31,0.999999,1e-06,-0.04,-1,3.63,0.5
value,64,0.004982,31,0.999999,1e-06,-0.04,-1,3.64,0.5
value,64,0.005444,31,0.999999,1e-06,-0.04,-1,3.65,0.5
value,64,0.004626,31,0.999999,1e-06,-0.04,-1,3.66,0.5
value,64,0.005113,31,0.999999,1e-06,-0.04,-1,3.67,0.5
value,64,0.005163,31,0.999999,1e-06,-0.04,-1,3.68,0.5
value,64,0.007381,31,0.999999,1e-06,-0.04,-1,3.69,0.5
value,64,0.007282,31,0.999999,1e-06,-0.04,-1,3.7,0.5
value,64,0.005711,31,0.999999,1e-06,-0.04,-1,3.71,0.5
value,64,0.004414,31,0.999999,1e-06,-0.04,-1,3.72,0.5
value,64,0.004167,31,0.999999,1e-06,-0.04,-1,3.73,0.5
value,64,0.005128,31,0.999999,1e-06,-0.04,-1,3.74,0.5
value,64,0.00481,31,0.999999,1e-06,-0.04,-1,3.75,0.5
value,64,0.004189,31,0.999999,1e-06,-0.04,-1,3.76,0.5
value,64,0.005454,31,0.999999,1e-06,-0.04,-1,3.77,0.5
value,64,0.005056,31,0.999999,1e-06,-0.04,-1,3.78,0.5
value,64,0.006267,31,0.999999,1e-06,-0.04,-1,3.79,0.5
value,64,0.004673,31,0.999999,1e-06,-0.04,-1,3.8,0.5
value,64,0.005784,31,0.999999,1e-06,-0.04,-1,3.81,0.5
value,64,0.005374,31,0.999999,1e-06,-0.04,-1,3.82,0.5
value,64,0.005032,31,0.999999,1e-06,-0.04,-1,3.83,0.5
value,64,0.004213,31,0.999999,1e-06,-0.04,-1,3.84,0.5
value,64,0.005998,31,0.999999,1e-06,-0.04,-1,3.85,0.5
value,64,0.00596,31,0.999999,1e-06,-0.04,-1,3.86,0.5
value,64,0.004356,31,0.999999,1e-06,-0.04,-1,3.87,0.5
value,64,0.004158,31,0.999999,1e-06,-0.04,-1,3.88,0.5
value,64,0.004879,31,0.999999,1e-06,-0.04,-1,3.89,0.5
value,64,0.004235,31,0.999999,1e-06,-0.04,-1,3.9,0.5
value,64,0.004403,31,0.999999,1e-06,-0.04,-1,3.91,0.5
value,64,0.005531,31,0.999999,1e-06,-0.04,-1,3.92,0.5
value,64,0.005535,31,0.999999,1e-06,-0.04,-1,3.93,0.5
value,64,0.004373,31,0.999999,1e-06,-0.04,-1,3.94,0.5
value,64,0.005241,31,0.999999,1e-06,-0.04,-1,3.95,0.5
value,64,0.005839,31,0.999999,1e-06,-0.04,-1,3.96,0.5
value,64,0.005765,31,0.999999,1e-06,-0.04,-1,3.97,0.5
value,64,0.00625,31,0.999999,1e-06,-0.04,-1,3.98,0.5
value,64,0.005422,31,0.999999,1e-06,-0.04,-1,3.99,0.5
value,64,0.004636,31,0.999999,1e-06,-0.04,-1,4,0.5
value,64,0.005247,31,0.999999,1e-06,-0.04,-1,4.01,0.5
value,64,0.004062,31,0.999999,1e-06,-0.04,-1,4.02,0.5
value,64,0.00391,31,0.999999,1e-06,-0.04,-1,4.03,0.5
value,64,0.004665,31,0.999999,1e-06,-0.04,-1,4.04,0.5
value,64,0.004741,31,0.999999,1e-06,-0.04,-1,4.05,0.5
value,64,0.004728,31,0.999999,1e-06,-0.04,-1,4.06,0.5
value,64,0.006357,31,0.999999,1e-06,-0.04,-1,4.07,0.5
value,64,0.004648,31,0.999999,1e-06,-0.04,-1,4.08,0.5
value,64,0.005094,31,0.999999,1e-06,-0.04,-1,4.09,0.5
value,64,0.004316,31,0.999999,1e-06,-0.04,-1,4.1,0.5
value,64,0.004331,31,0.999999,1e-06,-0.04,-1,4.11,0.5
value,64,0.004721,31,0.999999,1e-06,-0.04,-1,4.12,0.5
value,64,0.004056,31,0.999999,1e-06,-0.04,-1,4.13,0.5
value,64,0.004131,31,0.999999,1e-06,-0.04,-1,4.14,0.5
value,64,0.00485,31,0.999999,1e-06,-0.04,-1,4.15,0.5
value,64,0.004763,31,0.999999,1e-06,-0.04,-1,4.16,0.5
value,64,0.004798,31,0.999999,1e-06,-0.04,-1,4.17,0.5
value,64,0.004763,31,0.999999,1e-06,-0.04,-1,4.18,0.5
value,64,0.004128,31,0.999999,1e-06,-0.04,-1,4.19,0.5
value,64,0.004425,31,0.999999,1e-06,-0.04,-1,4.2,0.5
value,64,0.004795,31,0.999999,1e-06,-0.04,-1,4.21,0.5
value,64,0.005,31,0.999999,1e-06,-0.04,-1,4.22,0.5
value,64,0.004508,31,0.999999,1e-06,-0.04,-1,4.23,0.5
value,64,0.004324,31,0.999999,1e-06,-0.04,-1,4.24,0.5
value,64,0.004936,31,0.999999,1e-06,-0.04,-1,4.25,0.5
value,64,0.004749,31,0.999999,1e-06,-0.04,-1,4.26,0.5
value,64,0.004566,31,0.999999,1e-06,-0.04,-1,4.27,0.5
value,64,0.004961,31,0.999999,1e-06,-0.04,-1,4.28,0.5
value,64,0.004202,31,0.999999,1e-06,-0.04,-1,4.29,0.5
value,64,0.00398,31,0.999999,1e-06,-0.04,-1,4.3,0.5
value,64,0.003813,31,0.999999,1e-06,-0.04,-1,4.31,0.5
value,64,0.004046,31,0.999999,1e-06,-0.04,-1,4.32,0.5
value,64,0.004021,31,0.999999,1e-06,-0.04,-1,4.33,0.5
value,64,0.003937,31,0.999999,1e-06,-0.04,-1,4.34,0.5
value,64,0.00404,31,0.999999,1e-06,-0.04,-1,4.35,0.5
value,64,0.005891,31,0.999999,1e-06,-0.04,-1,4.36,0.5
value,64,0.004357,31,0.999999,1e-06,-0.04,-1,4.37,0.5
value,64,0.004676,31,0.999999,1e-06,-0.04,-1,4.38,0.5
value,64,0.004995,31,0.999999,1e-06,-0.04,-1,4.39,0.5
value,64,0.004506,31,0.999999,1e-06,-0.04,-1,4.4,0.5
value,64,0.004433,31,0.999999,1e-06,-0.04,-1,4.41,0.5
value,64,0.005266,31,0.999999,1e-06,-0.04,-1,4.42,0.5
value,64,0.005677,31,0.999999,1e-06,-0.04,-1,4.43,0.5
value,64,0.004279,31,0.999999,1e-06,-0.04,-1,4.44,0.5
value,64,0.004576,31,0.999999,1e-06,-0.04,-1,4.45,0.5
value,64,0.005526,31,0.999999,1e-06,-0.04,-1,4.46,0.5
value,64,0.006856,31,0.999999,1e-06,-0.04,-1,4.47,0.5
value,64,0.004915,31,0.999999,1e-06,-0.04,-1,4.48,0.5
value,64,0.004513,31,0.999999,1e-06,-0.04,-1,4.49,0.5
value,64,0.005287,31,0.999999,1e-06,-0.04,-1,4.5,0.5
value,64,0.00466,31,0.999999,1e-06,-0.04,-1,4.51,0.5
value,64,0.004294,31,0.999999,1e-06,-0.04,-1,4.52,0.5
value,64,0.00451,31,0.999999,1e-06,-0.04,-1,4.53,0.5
value,64,0.004341,31,0.999999,1e-06,-0.04,-1,4.54,0.5
value,64,0.004284,31,0.999999,1e-06,-0.04,-1,4.55,0.5
value,64,0.004603,31,0.999999,1e-06,-0.04,-1,4.56,0.5
value,64,0.004293,31,0.999999,1e-06,-0.04,-1,4.57,0.5
value,64,0.004664,31,0.999999,1e-06,-0.04,-1,4.58,0.5
value,64,0.005274,31,0.999999,1e-06,-0.04,-1,4.59,0.5
value,64,0.005567,31,0.999999,1e-06,-0.04,-1,4.6,0.5
value,64,0.005463,31,0.999999,1e-06,-0.04,-1,4.61,0.5
value,64,0.006413,31,0.999999,1e-06,-0.04,-1,4.62,0.5
value,64,0.006249,31,0.999999,1e-06,-0.04,-1,4.63,0.5
value,64,0.004085,31,0.999999,1e-06,-0.04,-1,4.64,0.5
value,64,0.005183,31,0.999999,1e-06,-0.04,-1,4.65,0.5
value,64,0.004065,31,0.999999,1e-06,-0.04,-1,4.66,0.5
value,64,0.004927,31,0.999999,1e-06,-0.04,-1,4.67,0.5
value,64,0.0058,31,0.999999,1e-06,-0.04,-1,4.68,0.5
value,64,0.006459,31,0.999999,1e-06,-0.04,-1,4.69,0.5
value,64,0.004644,31,0.999999,1e-06,-0.04,-1,4.7,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,4.71,0.5
value,64,0.003876,31,0.999999,1e-06,-0.04,-1,4.72,0.5
value,64,0.004223,31,0.999999,1e-06,-0.04,-1,4.73,0.5
value,64,0.00403,31,0.999999,1e-06,-0.04,-1,4.74,0.5
value,64,0.004206,31,0.999999,1e-06,-0.04,-1,4.75,0.5
value,64,0.003848,31,0.999999,1e-06,-0.04,-1,4.76,0.5
value,64,0.004278,31,0.999999,1e-06,-0.04,-1,4.77,0.5
value,64,0.004403,31,0.999999,1e-06,-0.04,-1,4.78,0.5
value,64,0.004154,31,0.999999,1e-06,-0.04,-1,4.79,0.5
value,64,0.004355,31,0.999999,1e-06,-0.04,-1,4.8,0.5
value,64,0.004792,31,0.999999,1e-06,-0.04,-1,4.81,0.5
value,64,0.00424,31,0.999999,1e-06,-0.04,-1,4.82,0.5
value,64,0.004869,31,0.999999,1e-06,-0.04,-1,4.83,0.5
value,64,0.004792,31,0.999999,1e-06,-0.04,-1,4.84,0.5
value,64,0.004933,31,0.999999,1e-06,-0.04,-1,4.85,0.5
value,64,0.004248,31,0.999999,1e-06,-0.04,-1,4.86,0.5
value,64,0.004741,31,0.999999,1e-06,-0.04,-1,4.87,0.5
value,64,0.005113,31,0.999999,1e-06,-0.04,-1,4.88,0.5
value,64,0.004453,31,0.999999,1e-06,-0.04,-1,4.89,0.5
value,64,0.005295,31,0.999999,1e-06,-0.04,-1,4.9,0.5
value,64,0.005398,31,0.999999,1e-06,-0.04,-1,4.91,0.5
value,64,0.004161,31,0.999999,1e-06,-0.04,-1,4.92,0.5
value,64,0.0043,31,0.999999,1e-06,-0.04,-1,4.93,0.5
value,64,0.00441,31,0.999999,1e-06,-0.04,-1,4.94,0.5
