Type,Iterations,Time,OptIterations,Discount,Epsilon,SCost,NegTerm,PosTerm,KeyLoss
value,64,0.003873,31,0.999999,1e-06,-0.04,-1,6.78,0.5
value,64,0.003901,31,0.999999,1e-06,-0.04,-1,6.79,0.5
value,64,0.003932,31,0.999999,1e-06,-0.04,-1,6.8,0.5
value,64,0.003935,31,0.999999,1e-06,-0.04,-1,6.81,0.5
value,64,0.003845,31,0.999999,1e-06,-0.04,-1,6.82,0.5
value,64,0.00393,31,0.999999,1e-06,-0.04,-1,6.83,0.5
value,64,0.00393,31,0.999999,1e-06,-0.04,-1,6.84,0.5
value,64,0.00392,31,0.999999,1e-06,-0.04,-1,6.85,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,6.86,0.5
value,64,0.005512,31,0.999999,1e-06,-0.04,-1,6.87,0.5
value,64,0.0041,31,0.999999,1e-06,-0.04,-1,6.88,0.5
value,64,0.003804,31,0.999999,1e-06,-0.04,-1,6.89,0.5
value,64,0.003874,31,0.999999,1e-06,-0.04,-1,6.9,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,6.91,0.5
value,64,0.00498,31,0.999999,1e-06,-0.04,-1,6.92,0.5
value,64,0.004048,31,0.999999,1e-06,-0.04,-1,6.93,0.5
value,64,0.004017,31,0.999999,1e-06,-0.04,-1,6.94,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,6.95,0.5
value,64,0.003867,31,0.999999,1e-06,-0.04,-1,6.96,0.5
value,64,0.003832,31,0.999999,1e-06,-0.04,-1,6.97,0.5
value,64,0.003862,31,0.999999,1e-06,-0.04,-1,6.98,0.5
value,64,0.003852,31,0.999999,1e-06,-0.04,-1,6.99,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,7,0.5
value,64,0.0038,31,0.999999,1e-06,-0.04,-1,7.01,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,7.02,0.5
value,64,0.003884,31,0.999999,1e-06,-0.04,-1,7.03,0.5
value,64,0.003831,31,0.999999,1e-06,-0.04,-1,7.04,0.5
value,64,0.003813,31,0.999999,1e-06,-0.04,-1,7.05,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,7.06,0.5
value,64,0.003941,31,0.999999,1e-06,-0.04,-1,7.07,0.5
value,64,0.003931,31,0.999999,1e-06,-0.04,-1,7.08,0.5
value,64,0.003864,31,0.999999,1e-06,-0.04,-1,7.09,0.5
value,64,0.003871,31,0.999999,1e-06,-0.04,-1,7.1,0.5
value,64,0.005727,31,0.999999,1e-06,-0.04,-1,7.11,0.5
value,64,0.004774,31,0.999999,1e-06,-0.04,-1,7.12,0.5
value,64,0.004703,31,0.999999,1e-06,-0.04,-1,7.13,0.5
value,64,0.00425,31,0.999999,1e-06,-0.04,-1,7.14,0.5
value,64,0.003963,31,0.999999,1e-06,-0.04,-1,7.15,0.5
value,64,0.003935,31,0.999999,1e-06,-0.04,-1,7.16,0.5
value,64,0.003828,31,0.999999,1e-06,-0.04,-1,7.17,0.5
value,64,0.003935,31,0.999999,1e-06,-0.04,-1,7.18,0.5
value,64,0.003871,31,0.999999,1e-06,-0.04,-1,7.19,0.5
value,64,0.003967,31,0.999999,1e-06,-0.04,-1,7.2,0.5
value,64,0.003927,31,0.999999,1e-06,-0.04,-1,7.21,0.5
value,64,0.003967,31,0.999999,1e-06,-0.04,-1,7.22,0.5
value,64,0.003918,31,0.999999,1e-06,-0.04,-1,7.23,0.5
value,64,0.004336,31,0.999999,1e-06,-0.04,-1,7.24,0.5
value,64,0.004281,31,0.999999,1e-06,-0.04,-1,7.25,0.5
value,64,0.004007,31,0.999999,1e-06,-0.04,-1,7.26,0.5
value,64,0.003919,31,0.999999,1e-06,-0.04,-1,7.27,0.5
value,64,0.003846,31,0.999999,1e-06,-0.04,-1,7.28,0.5
value,64,0.004277,31,0.999999,1e-06,-0.04,-1,7.29,0.5
value,64,0.003948,31,0.999999,1e-06,-0.04,-1,7.3,0.5
value,64,0.006331,31,0.999999,1e-06,-0.04,-1,7.31,0.5
value,64,0.006102,31,0.999999,1e-06,-0.04,-1,7.32,0.5
value,64,0.00448,31,0.999999,1e-06,-0.04,-1,7.33,0.5
value,64,0.003891,31,0.999999,1e-06,-0.04,-1,7.34,0.5
value,64,0.00379,31,0.999999,1e-06,-0.04,-1,7.35,0.5
value,64,0.005699,31,0.999999,1e-06,-0.04,-1,7.36,0.5
value,64,0.004765,31,0.999999,1e-06,-0.04,-1,7.37,0.5
value,64,0.004184,31,0.999999,1e-06,-0.04,-1,7.38,0.5
value,64,0.004068,31,0.999999,1e-06,-0.04,-1,7.39,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,7.4,0.5
value,64,0.003861,31,0.999999,1e-06,-0.04,-1,7.41,0.5
value,64,0.003828,31,0.999999,1e-06,-0.04,-1,7.42,0.5
value,64,0.004352,31,0.999999,1e-06,-0.04,-1,7.43,0.5
value,64,0.003871,31,0.999999,1e-06,-0.04,-1,7.44,0.5
value,64,0.003868,31,0.999999,1e-06,-0.04,-1,7.45,0.5
value,64,0.003827,31,0.999999,1e-06,-0.04,-1,7.46,0.5
value,64,0.003862,31,0.999999,1e-06,-0.04,-1,7.47,0.5
value,64,0.0041,31,0.999999,1e-06,-0.04,-1,7.48,0.5
value,64,0.004331,31,0.999999,1e-06,-0.04,-1,7.49,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,7.5,0.5
value,64,0.003863,31,0.999999,1e-06,-0.04,-1,7.51,0.5
value,64,0.004237,31,0.999999,1e-06,-0.04,-1,7.52,0.5
value,64,0.003973,31,0.999999,1e-06,-0.04,-1,7.53,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,7.54,0.5
value,64,0.005643,31,0.999999,1e-06,-0.04,-1,7.55,0.5
value,64,0.004768,31,0.999999,1e-06,-0.04,-1,7.56,0.5
value,64,0.004645,31,0.999999,1e-06,-0.04,-1,7.57,0.5
value,64,0.00426,31,0.999999,1e-06,-0.04,-1,7.58,0.5
value,64,0.003844,31,0.999999,1e-06,-0.04,-1,7.59,0.5
value,64,0.003966,31,0.999999,1e-06,-0.04,-1,7.6,0.5
value,64,0.003828,31,0.999999,1e-06,-0.04,-1,7.61,0.5
value,64,0.003959,31,0.999999,1e-06,-0.04,-1,7.62,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,7.63,0.5
value,64,0.004597,31,0.999999,1e-06,-0.04,-1,7.64,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,7.65,0.5
value,64,0.005021,31,0.999999,1e-06,-0.04,-1,7.66,0.5
value,64,0.00508,31,0.999999,1e-06,-0.04,-1,7.67,0.5
value,64,0.004587,31,0.999999,1e-06,-0.04,-1,7.68,0.5
value,64,0.004122,31,0.999999,1e-06,-0.04,-1,7.69,0.5
value,64,0.004081,31,0.999999,1e-06,-0.04,-1,7.7,0.5
value,64,0.003908,31,0.999999,1e-06,-0.04,-1,7.71,0.5
value,64,0.004146,31,0.999999,1e-06,-0.04,-1,7.72,0.5
value,64,0.003908,31,0.999999,1e-06,-0.04,-1,7.73,0.5
value,64,0.004271,31,0.999999,1e-06,-0.04,-1,7.74,0.5
value,64,0.004278,31,0.999999,1e-06,-0.04,-1,7.75,0.5
value,64,0.004276,31,0.999999,1e-06,-0.04,-1,7.76,0.5
value,64,0.003946,31,0.999999,1e-06,-0.04,-1,7.77,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,7.78,0.5
value,64,0.00387,31,0.999999,1e-06,-0.04,-1,7.79,0.5
value,64,0.003903,31,0.999999,1e-06,-0.04,-1,7.8,0.5
value,64,0.004403,31,0.999999,1e-06,-0.04,-1,7.81,0.5
value,64,0.004393,31,0.999999,1e-06,-0.04,-1,7.82,0.5
value,64,0.004463,31,0.999999,1e-06,-0.04,-1,7.83,0.5
value,64,0.003921,31,0.999999,1e-06,-0.04,-1,7.84,0.5
value,64,0.003899,31,0.999999,1e-06,-0.04,-1,7.85,0.5
value,64,0.004456,31,0.999999,1e-06,-0.04,-1,7.86,0.5
value,64,0.003801,31,0.999999,1e-06,-0.04,-1,7.87,0.5
value,64,0.005629,31,0.999999,1e-06,-0.04,-1,7.88,0.5
value,64,0.004704,31,0.999999,1e-06,-0.04,-1,7.89,0.5
value,64,0.004386,31,0.999999,1e-06,-0.04,-1,7.9,0.5
value,64,0.004006,31,0.999999,1e-06,-0.04,-1,7.91,0.5
value,64,0.003907,31,0.999999,1e-06,-0.04,-1,7.92,0.5
value,64,0.004172,31,0.999999,1e-06,-0.04,-1,7.93,0.5
value,64,0.003841,31,0.999999,1e-06,-0.04,-1,7.94,0.5
value,64,0.0043,31,0.999999,1e-06,-0.04,-1,7.95,0.5
value,64,0.003957,31,0.999999,1e-06,-0.04,-1,7.96,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,7.97,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,7.98,0.5
value,64,0.004635,31,0.999999,1e-06,-0.04,-1,7.99,0.5
value,64,0.004734,31,0.999999,1e-06,-0.04,-1,8,0.5
value,64,0.003879,31,0.999999,1e-06,-0.04,-1,8.01,0.5
value,64,0.003822,31,0.999999,1e-06,-0.04,-1,8.02,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,8.03,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,8.04,0.5
value,64,0.003795,31,0.999999,1e-06,-0.04,-1,8.05,0.5
value,64,0.003863,31,0.999999,1e-06,-0.04,-1,8.06,0.5
value,64,0.004679,31,0.999999,1e-06,-0.04,-1,8.07,0.5
value,64,0.00389,31,0.999999,1e-06,-0.04,-1,8.08,0.5
value,64,0.003885,31,0.999999,1e-06,-0.04,-1,8.09,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,8.1,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,8.11,0.5
value,64,0.003865,31,0.999999,1e-06,-0.04,-1,8.12,0.5
value,64,0.004851,31,0.999999,1e-06,-0.04,-1,8.13,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,8.14,0.5
value,64,0.003863,31,0.999999,1e-06,-0.04,-1,8.15,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,8.16,0.5
value,64,0.003842,31,0.999999,1e-06,-0.04,-1,8.17,0.5
value,64,0.006676,31,0.999999,1e-06,-0.04,-1,8.18,0.5
value,64,0.005062,31,0.999999,1e-06,-0.04,-1,8.19,0.5
value,64,0.004527,31,0.999999,1e-06,-0.04,-1,8.2,0.5
value,64,0.003981,31,0.999999,1e-06,-0.04,-1,8.21,0.5
value,64,0.003911,31,0.999999,1e-06,-0.04,-1,8.22,0.5
value,64,0.003792,31,0.999999,1e-06,-0.04,-1,8.23,0.5
value,64,0.003802,31,0.999999,1e-06,-0.04,-1,8.24,0.5
value,64,0.005754,31,0.999999,1e-06,-0.04,-1,8.25,0.5
value,64,0.004768,31,0.999999,1e-06,-0.04,-1,8.26,0.5
value,64,0.004149,31,0.999999,1e-06,-0.04,-1,8.27,0.5
value,64,0.003868,31,0.999999,1e-06,-0.04,-1,8.28,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,8.29,0.5
value,64,0.003865,31,0.999999,1e-06,-0.04,-1,8.3,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,8.31,0.5
value,64,0.00386,31,0.999999,1e-06,-0.04,-1,8.32,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,8.33,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,8.34,0.5
value,64,0.005772,31,0.999999,1e-06,-0.04,-1,8.35,0.5
value,64,0.004771,31,0.999999,1e-06,-0.04,-1,8.36,0.5
value,64,0.004749,31,0.999999,1e-06,-0.04,-1,8.37,0.5
value,64,0.004108,31,0.999999,1e-06,-0.04,-1,8.38,0.5
value,64,0.003843,31,0.999999,1e-06,-0.04,-1,8.39,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,8.4,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,8.41,0.5
value,64,0.00381,31,0.999999,1e-06,-0.04,-1,8.42,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,8.43,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,8.44,0.5
value,64,0.003876,31,0.999999,1e-06,-0.04,-1,8.45,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,8.46,0.5
value,64,0.003849,31,0.999999,1e-06,-0.04,-1,8.47,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,8.48,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,8.49,0.5
value,64,0.003849,31,0.999999,1e-06,-0.04,-1,8.5,0.5
value,64,0.003808,31,0.999999,1e-06,-0.04,-1,8.51,0.5
value,64,0.003849,31,0.999999,1e-06,-0.04,-1,8.52,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,8.53,0.5
value,64,0.003923,31,0.999999,1e-06,-0.04,-1,8.54,0.5
value,64,0.003807,31,0.999999,1e-06,-0.04,-1,8.55,0.5
value,64,0.003888,31,0.999999,1e-06,-0.04,-1,8.56,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,8.57,0.5
value,64,0.003865,31,0.999999,1e-06,-0.04,-1,8.58,0.5
value,64,0.003849,31,0.999999,1e-06,-0.04,-1,8.59,0.5
value,64,0.003848,31,0.999999,1e-06,-0.04,-1,8.6,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,8.61,0.5
value,64,0.005187,31,0.999999,1e-06,-0.04,-1,8.62,0.5
value,64,0.004995,31,0.999999,1e-06,-0.04,-1,8.63,0.5
value,64,0.004454,31,0.999999,1e-06,-0.04,-1,8.64,0.5
value,64,0.004027,31,0.999999,1e-06,-0.04,-1,8.65,0.5
value,64,0.003835,31,0.999999,1e-06,-0.04,-1,8.66,0.5
value,64,0.004293,31,0.999999,1e-06,-0.04,-1,8.67,0.5
value,64,0.005471,31,0.999999,1e-06,-0.04,-1,8.68,0.5
value,64,0.004766,31,0.999999,1e-06,-0.04,-1,8.69,0.5
value,64,0.004502,31,0.999999,1e-06,-0.04,-1,8.7,0.5
value,64,0.004025,31,0.999999,1e-06,-0.04,-1,8.71,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,8.72,0.5
value,64,0.003864,31,0.999999,1e-06,-0.04,-1,8.73,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,8.74,0.5
value,64,0.003869,31,0.999999,1e-06,-0.04,-1,8.75,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,8.76,0.5
value,64,0.003864,31,0.999999,1e-06,-0.04,-1,8.77,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,8.78,0.5
value,64,0.005522,31,0.999999,1e-06,-0.04,-1,8.79,0.5
value,64,0.004734,31,0.999999,1e-06,-0.04,-1,8.8,0.5
value,64,0.004325,31,0.999999,1e-06,-0.04,-1,8.81,0.5
value,64,0.003975,31,0.999999,1e-06,-0.04,-1,8.82,0.5
value,64,0.00379,31,0.999999,1e-06,-0.04,-1,8.83,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,8.84,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,8.85,0.5
value,64,0.004416,31,0.999999,1e-06,-0.04,-1,8.86,0.5
value,64,0.005403,31,0.999999,1e-06,-0.04,-1,8.87,0.5
value,64,0.004667,31,0.999999,1e-06,-0.04,-1,8.88,0.5
value,64,0.00407,31,0.999999,1e-06,-0.04,-1,8.89,0.5
value,64,0.003867,31,0.999999,1e-06,-0.04,-1,8.9,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,8.91,0.5
value,64,0.003936,31,0.999999,1e-06,-0.04,-1,8.92,0.5
value,64,0.003968,31,0.999999,1e-06,-0.04,-1,8.93,0.5
value,64,0.003977,31,0.999999,1e-06,-0.04,-1,8.94,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,8.95,0.5
value,64,0.003887,31,0.999999,1e-06,-0.04,-1,8.96,0.5
value,64,0.005302,31,0.999999,1e-06,-0.04,-1,8.97,0.5
value,64,0.004046,31,0.999999,1e-06,-0.04,-1,8.98,0.5
value,64,0.003851,31,0.999999,1e-06,-0.04,-1,8.99,0.5
value,64,0.003791,31,0.999999,1e-06,-0.04,-1,9,0.5
value,64,0.005489,31,0.999999,1e-06,-0.04,-1,9.01,0.5
value,64,0.004944,31,0.999999,1e-06,-0.04,-1,9.02,0.5
value,64,0.004742,31,0.999999,1e-06,-0.04,-1,9.03,0.5
value,64,0.004166,31,0.999999,1e-06,-0.04,-1,9.04,0.5
value,64,0.004048,31,0.999999,1e-06,-0.04,-1,9.05,0.5
value,64,0.00381,31,0.999999,1e-06,-0.04,-1,9.06,0.5
value,64,0.003858,31,0.999999,1e-06,-0.04,-1,9.07,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,9.08,0.5
value,64,0.003863,31,0.999999,1e-06,-0.04,-1,9.09,0.5
value,64,0.003814,31,0.999999,1e-06,-0.04,-1,9.1,0.5
value,64,0.003934,31,0.999999,1e-06,-0.04,-1,9.11,0.5
value,64,0.003853,31,0.999999,1e-06,-0.04,-1,9.12,0.5
value,64,0.003956,31,0.999999,1e-06,-0.04,-1,9.13,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,9.14,0.5
value,64,0.004146,31,0.999999,1e-06,-0.04,-1,9.15,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,9.16,0.5
value,64,0.005502,31,0.999999,1e-06,-0.04,-1,9.17,0.5
value,64,0.004762,31,0.999999,1e-06,-0.04,-1,9.18,0.5
value,64,0.004422,31,0.999999,1e-06,-0.04,-1,9.19,0.5
value,64,0.004107,31,0.999999,1e-06,-0.04,-1,9.2,0.5
value,64,0.0038,31,0.999999,1e-06,-0.04,-1,9.21,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,9.22,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,9.23,0.5
value,64,0.003864,31,0.999999,1e-06,-0.04,-1,9.24,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,9.25,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,9.26,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,9.27,0.5
value,64,0.005458,31,0.999999,1e-06,-0.04,-1,9.28,0.5
value,64,0.004753,31,0.999999,1e-06,-0.04,-1,9.29,0.5
value,64,0.004399,31,0.999999,1e-06,-0.04,-1,9.3,0.5
value,64,0.003921,31,0.999999,1e-06,-0.04,-1,9.31,0.5
value,64,0.003889,31,0.999999,1e-06,-0.04,-1,9.32,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,9.33,0.5
value,64,0.003879,31,0.999999,1e-06,-0.04,-1,9.34,0.5
value,64,0.003898,31,0.999999,1e-06,-0.04,-1,9.35,0.5
value,64,0.005294,31,0.999999,1e-06,-0.04,-1,9.36,0.5
value,64,0.003976,31,0.999999,1e-06,-0.04,-1,9.37,0.5
value,64,0.003807,31,0.999999,1e-06,-0.04,-1,9.38,0.5
value,64,0.003791,31,0.999999,1e-06,-0.04,-1,9.39,0.5
value,64,0.00384,31,0.999999,1e-06,-0.04,-1,9.4,0.5
value,64,0.003786,31,0.999999,1e-06,-0.04,-1,9.41,0.5
value,64,0.003872,31,0.999999,1e-06,-0.04,-1,9.42,0.5
value,64,0.004232,31,0.999999,1e-06,-0.04,-1,9.43,0.5
value,64,0.005195,31,0.999999,1e-06,-0.04,-1,9.44,0.5
value,64,0.003862,31,0.999999,1e-06,-0.04,-1,9.45,0.5
value,64,0.003819,31,0.999999,1e-06,-0.04,-1,9.46,0.5
value,64,0.00385,31,0.999999,1e-06,-0.04,-1,9.47,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,9.48,0.5
value,64,0.003878,31,0.999999,1e-06,-0.04,-1,9.49,0.5
value,64,0.003809,31,0.999999,1e-06,-0.04,-1,9.5,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,9.51,0.5
value,64,0.005059,31,0.999999,1e-06,-0.04,-1,9.52,0.5
value,64,0.005055,31,0.999999,1e-06,-0.04,-1,9.53,0.5
value,64,0.004473,31,0.999999,1e-06,-0.04,-1,9.54,0.5
value,64,0.004056,31,0.999999,1e-06,-0.04,-1,9.55,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,9.56,0.5
value,64,0.005296,31,0.999999,1e-06,-0.04,-1,9.57,0.5
value,64,0.004897,31,0.999999,1e-06,-0.04,-1,9.58,0.5
value,64,0.004403,31,0.999999,1e-06,-0.04,-1,9.59,0.5
value,64,0.004211,31,0.999999,1e-06,-0.04,-1,9.6,0.5
value,64,0.003838,31,0.999999,1e-06,-0.04,-1,9.61,0.5
value,64,0.004487,31,0.999999,1e-06,-0.04,-1,9.62,0.5
value,64,0.00533,31,0.999999,1e-06,-0.04,-1,9.63,0.5
value,64,0.004634,31,0.999999,1e-06,-0.04,-1,9.64,0.5
value,64,0.004058,31,0.999999,1e-06,-0.04,-1,9.65,0.5
value,64,0.003865,31,0.999999,1e-06,-0.04,-1,9.66,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,9.67,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,9.68,0.5
value,64,0.004819,31,0.999999,1e-06,-0.04,-1,9.69,0.5
value,64,0.003828,31,0.999999,1e-06,-0.04,-1,9.7,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,9.71,0.5
value,64,0.0039,31,0.999999,1e-06,-0.04,-1,9.72,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,9.73,0.5
value,64,0.005741,31,0.999999,1e-06,-0.04,-1,9.74,0.5
value,64,0.004778,31,0.999999,1e-06,-0.04,-1,9.75,0.5
value,64,0.00423,31,0.999999,1e-06,-0.04,-1,9.76,0.5
value,64,0.003948,31,0.999999,1e-06,-0.04,-1,9.77,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,9.78,0.5
value,64,0.005183,31,0.999999,1e-06,-0.04,-1,9.79,0.5
value,64,0.005009,31,0.999999,1e-06,-0.04,-1,9.8,0.5
value,64,0.00407,31,0.999999,1e-06,-0.04,-1,9.81,0.5
value,64,0.003852,31,0.999999,1e-06,-0.04,-1,9.82,0.5
value,64,0.004233,31,0.999999,1e-06,-0.04,-1,9.83,0.5
value,64,0.005529,31,0.999999,1e-06,-0.04,-1,9.84,0.5
value,64,0.004664,31,0.999999,1e-06,-0.04,-1,9.85,0.5
value,64,0.00413,31,0.999999,1e-06,-0.04,-1,9.86,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,9.87,0.5
value,64,0.003924,31,0.999999,1e-06,-0.04,-1,9.88,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,9.89,0.5
value,64,0.003862,31,0.999999,1e-06,-0.04,-1,9.9,0.5
value,64,0.003822,31,0.999999,1e-06,-0.04,-1,9.91,0.5
value,64,0.005329,31,0.999999,1e-06,-0.04,-1,9.92,0.5
value,64,0.004853,31,0.999999,1e-06,-0.04,-1,9.93,0.5
value,64,0.004386,31,0.999999,1e-06,-0.04,-1,9.94,0.5
value,64,0.003991,31,0.999999,1e-06,-0.04,-1,9.95,0.5
value,64,0.003811,31,0.999999,1e-06,-0.04,-1,9.96,0.5
value,64,0.003849,31,0.999999,1e-06,-0.04,-1,9.97,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,9.98,0.5
value,64,0.003861,31,0.999999,1e-06,-0.04,-1,9.99,0.5
value,64,0.003811,31,0.999999,1e-06,-0.04,-1,10,0.5
value,64,0.003856,31,0.999999,1e-06,-0.04,-1,0.01,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,0.02,0.5
value,64,0.003854,31,0.999999,1e-06,-0.04,-1,0.03,0.5
value,64,0.003834,31,0.999999,1e-06,-0.04,-1,0.04,0.5
value,64,0.003858,31,0.999999,1e-06,-0.04,-1,0.05,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,0.06,0.5
value,64,0.003836,31,0.999999,1e-06,-0.04,-1,0.07,0.5
value,64,0.00379,31,0.999999,1e-06,-0.04,-1,0.08,0.5
value,64,0.003866,31,0.999999,1e-06,-0.04,-1,0.09,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,0.1,0.5
value,64,0.003877,31,0.999999,1e-06,-0.04,-1,0.11,0.5
value,64,0.005289,31,0.999999,1e-06,-0.04,-1,0.12,0.5
value,64,0.004909,31,0.999999,1e-06,-0.04,-1,0.13,0.5
value,64,0.00462,31,0.999999,1e-06,-0.04,-1,0.14,0.5
value,64,0.004095,31,0.999999,1e-06,-0.04,-1,0.15,0.5
value,64,0.003788,31,0.999999,1e-06,-0.04,-1,0.16,0.5
value,64,0.003876,31,0.999999,1e-06,-0.04,-1,0.17,0.5
value,64,0.003798,31,0.999999,1e-06,-0.04,-1,0.18,0.5
value,64,0.00408,31,0.999999,1e-06,-0.04,-1,0.19,0.5
value,64,0.004061,31,0.999999,1e-06,-0.04,-1,0.2,0.5
value,64,0.004042,31,0.999999,1e-06,-0.04,-1,0.21,0.5
value,64,0.004117,31,0.999999,1e-06,-0.04,-1,0.22,0.5
value,64,0.006185,31,0.999999,1e-06,-0.04,-1,0.23,0.5
value,64,0.004767,31,0.999999,1e-06,-0.04,-1,0.24,0.5
value,64,0.004573,31,0.999999,1e-06,-0.04,-1,0.25,0.5
value,64,0.00409,31,0.999999,1e-06,-0.04,-1,0.26,0.5
value,64,0.003796,31,0.999999,1e-06,-0.04,-1,0.27,0.5
value,64,0.003888,31,0.999999,1e-06,-0.04,-1,0.28,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,0.29,0.5
value,64,0.003843,31,0.999999,1e-06,-0.04,-1,0.3,0.5
value,64,0.003791,31,0.999999,1e-06,-0.04,-1,0.31,0.5
value,64,0.003871,31,0.999999,1e-06,-0.04,-1,0.32,0.5
value,64,0.003789,31,0.999999,1e-06,-0.04,-1,0.33,0.5
value,64,0.003851,31,0.999999,1e-06,-0.04,-1,0.34,0.5
value,64,0.003787,31,0.999999,1e-06,-0.04,-1,0.35,0.5
value,64,0.005219,31,0.999999,1e-06,-0.04,-1,0.36,0.5
value,64,0.00494,31,0.999999,1e-06,-0.04,-1,0.37,0.5
value,64,0.004422,31,0.999999,1e-06,-0.04,-1,0.38,0.5
value,64,0.004021,31,0.999999,1e-06,-0.04,-1,0.39,0.5
value,64,0.003836,31,0.999999,1e-06,-0.04,-1,0.4,0.5
value,64,0.003856,31,0.999999,1e-06,-0.04,-1,0.41,0.5
value,64,0.003799,31,0.999999,1e-06,-0.04,-1,0.42,0.5
value,64,0.003859,31,0.999999,1e-06,-0.04,-1,0.43,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,0.44,0.5
value,64,0.003807,31,0.999999,1e-06,-0.04,-1,0.45,0.5
value,64,0.00512,31,0.999999,1e-06,-0.04,-1,0.46,0.5
value,64,0.005009,31,0.999999,1e-06,-0.04,-1,0.47,0.5
value,64,0.004689,31,0.999999,1e-06,-0.04,-1,0.48,0.5
value,64,0.004158,31,0.999999,1e-06,-0.04,-1,0.49,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,0.5,0.5
value,64,0.003896,31,0.999999,1e-06,-0.04,-1,0.51,0.5
value,64,0.003823,31,0.999999,1e-06,-0.04,-1,0.52,0.5
value,64,0.003863,31,0.999999,1e-06,-0.04,-1,0.53,0.5
value,64,0.003797,31,0.999999,1e-06,-0.04,-1,0.54,0.5
